AS2148 ITEP
AS215469 VDSPLUS-AS
AS215474 Maybe-as
AS215481 silence
AS215498 FONCOR
AS215503 MORE-TELECOM
AS215534 ING-AS
AS215572 GOODPROVIDER-AS
AS215584 IT-NS
AS215591 ETO-NET
AS215601 ALLHOSTINGS
AS215613 PE-LEVIN-AS
AS215623 Lugalink
AS215632 UMATELECOM-AS
AS215646 FL-AS
AS215654 GenicheskOnline
AS215678 KEV
AS215688 MODUM-AS
AS215705 ms-as
AS215721 zn-as
AS215796 LANGAME
AS215805 CXNI-AS
AS215818 B4Com
AS215851 JOINNET-AS
AS215881 ELYTRIUM-AS
AS215882 HiperLineASN
AS215895 RU_ZIBEN
AS215897 NEUROLAND
AS215924 ORO-AS
AS215948 STAVCOM
AS215979 MAKSAVIT-AS
AS215983 LIPTSoft
AS215997 AQ-AS
AS216011 DOBNWFD-AS
AS216027 Teatro-79
AS216033 GIGABYTE-AS-2
AS216062 RNCB-AS-2
AS216068 BEAPI
AS216080 FGUP-ZIT-AS
AS216090 SERVICE-V
AS216103 PAYMENTCENTER
AS216109 UG-as
AS216119 ericom-as
AS216140 SPLF
AS216158 TeleportMedia-AS
AS216185 Biletik_Onlain
AS216203 PHSTD-AS
AS216214 PROFINF
AS216218 DATA-1-as
AS216234 yy-as
AS216235 cyberp-net
AS216246 RU-AEZA-AS
AS216247 SITI-LAJT-AS
AS216248 INFERIT-AS
AS216264 ASINTELCOM
AS216317 TRUBNAYASIV
AS216322 Atomdata-inn-AS
AS216332 cyberbyte-as
AS216334 landvps-as
AS216335 Kalibr-SB-AS
AS216348 MV-AS
AS216363 istra-dot-net-AS
AS216365 CLOUD_SOLUTIONS_2
AS216366 Smart-tel
AS216377 CTDL-MSK
AS216379 CifraBeat
AS216423 EVILINK-AS
